FacultyName
Tamil 1
English 1
Dr. M. Sumathi
Dr. G. Sujatha
Dr. P. Punitha Ponmalar
Dr. S. Suguna
Dr. N. Sujatha
Ms. G. Sudha
PTA1
PTA2

Tamil 2
English 2
Mam 1
Mam 2
Mam 3
Mam 4
Mam 5
